id,char
1360,几
1361,凡
1362,処
1363,凧
1364,凪
1365,凰
1366,凱
1367,凶
1368,凸
1369,凹
1370,出
1371,函
1372,刀
1373,刁
1374,刃
1375,刄
1376,分
1377,切
1378,刈
1379,刊
1380,刎
1381,刑
1382,列
1383,初
1384,判
1385,別
1386,利
1387,刪
1388,到
1389,刳
1390,制
1391,刷
1392,券
1393,刹
1394,刺
1395,刻
1396,剃
1397,剄
1398,則
1399,削
1400,剋
1401,剌
1402,前
1403,剖
1404,剛
1405,剝
1406,剣
1407,剤
1408,剥
1409,剪
1410,副
1411,剰
1412,剱
1413,割
1414,創
1415,剽
1416,劃
1417,劇
1418,劈
1419,劉
1420,劍
1421,劔
1422,力
1423,功
1424,加
1425,劣
1426,动
1427,助
1428,努
1429,劫
1430,劭
1431,励
1432,労
1433,効
1434,劾
1435,勁
1436,勃
1437,勅
1438,勇
1439,勉
1440,勒
1441,動
1442,勗
1443,勘
1444,務
1445,勛
1446,勝
1447,募
1448,勢
1449,勣
1450,勤
1451,勧
1452,勲
1453,勳
1454,勺
1455,勾
1456,勿
1457,匁
1458,匂
1459,包
1460,匈
1461,匍
1462,匐
1463,匕
1464,化
1465,北
1466,匙
1467,匝
1468,匠
1469,匡
1470,匣
1471,匪
1472,匯
1473,匱
1474,匹
1475,区
1476,医
1477,匿
1478,區
1479,十
1480,千
1481,升
1482,午
1483,卉
1484,半
1485,卍
1486,华
1487,卑
1488,卒
1489,卓
1490,協
1491,南
1492,単
1493,博
1494,卜
1495,卞
1496,占
1497,卡
1498,卦
1499,卬
1500,卯
1501,印
1502,危
1503,即
1504,却
1505,卵
1506,卷
1507,卸
1508,卿
1509,厄
1510,厘
1511,厙
1512,厚
1513,厝
1514,原
1515,厠
1516,厥
1517,厦
1518,厨
1519,厩
1520,厭
1521,厲
1522,厳
1523,去
1524,参
1525,參
1526,又
1527,叉
1528,及
1529,友
1530,双
1531,反
1532,収
1533,叔
1534,取
1535,受
1536,叙
1537,叛
1538,叟
1539,叡
1540,叢
1541,口
1542,古
1543,句
1544,叩
1545,只
1546,叫
1547,召
1548,叭
1549,可
1550,台
1551,叱
1552,史
1553,右
1554,叶
1555,号
1556,司
1557,吃
1558,各
1559,合
1560,吉
1561,吊
1562,吋
1563,同
1564,名
1565,后
1566,吏
1567,吐
1568,向
1569,吒
1570,君
1571,吝
1572,吟
1573,吠
1574,否
1575,含
1576,吳
1577,吶
1578,吸
1579,吹
1580,吻
1581,吼
1582,吽
1583,吾
1584,呀
1585,呂
1586,呆
1587,呈
1588,呉
1589,告
1590,呑
1591,呟
1592,周
1593,呪
1594,呰
1595,味
1596,呵
1597,呻
1598,呼
1599,命
1600,咀
1601,咄
1602,咆
1603,咋
1604,和
1605,咎
1606,咒
1607,咢
1608,咤
1609,咥
1610,咨
1611,咩
1612,咫
1613,咬
1614,咲
1615,咳
1616,咸
1617,咽
1618,哀
1619,品
1620,哈
1621,哉
1622,員
1623,哥
1624,哨
1625,哩
1626,哭
1627,哮
1628,哲
1629,哺
1630,唄
1631,唆
1632,唇
1633,唐
1634,唖
1635,唯
1636,唱
1637,唸
1638,唹
1639,唾
1640,啄
1641,商
1642,問
1643,啓
1644,啖
1645,啜
1646,啤
1647,啦
1648,啼
1649,喀
1650,善
1651,喆
1652,喇
1653,喉
1654,喊
1655,喋
1656,喘
1657,喙
1658,喚
1659,喜
1660,喝
1661,喧
1662,喩
1663,喪
1664,喫
1665,喬
1666,喰
1667,営
1668,嗄
1669,嗅
1670,嗇
1671,嗚
1672,嗜
1673,嗟
1674,嗣
1675,嗽
1676,嘆
1677,嘉
1678,嘎
1679,嘔
1680,嘗
1681,嘘
1682,嘩
1683,嘯
1684,嘱
1685,嘲
1686,嘴
1687,噂
1688,噌
1689,噛
1690,器
1691,噲
1692,噴
1693,噺
1694,嚆
1695,嚇
1696,嚢
1697,嚥
1698,嚮
1699,嚴
1700,嚶
1701,嚼
1702,囁
1703,囂
1704,囃
1705,囎
1706,囚
1707,四
1708,回
1709,因
1710,团
1711,団
1712,园
1713,囮
1714,困
1715,囲
1716,図
1717,围
1718,固
1719,国
1720,囿
1721,圀
1722,圃
1723,圉
1724,國
1725,圏
1726,園
1727,圓
1728,圖
1729,團
1730,土
1731,圧
1732,在
1733,圩
1734,圭
1735,地
1736,圳
1737,圻
1738,址
1739,坂
1740,均
1741,坊
1742,坎
1743,坏
1744,坐
1745,坑
1746,坡
1747,坤
1748,坦
1749,坪
1750,坳
1751,垂
1752,型
1753,垓
1754,垠
1755,垢
1756,垣
1757,埃
1758,埈
1759,埋
1760,城
1761,埒
1762,埔
1763,埕
1764,埜
1765,域
1766,埠
1767,埣
1768,埴
1769,埵
1770,執
1771,培
1772,基
1773,埼
1774,堀
1775,堂
1776,堅
1777,堆
1778,堕
1779,堡
1780,堤
1781,堪
1782,堯
1783,堰
1784,報
1785,場
1786,堵
1787,堺
1788,塀
1789,塁
1790,塊
1791,塑
1792,塔
1793,塗
1794,塘
1795,塙
1796,塚
1797,塞
1798,塢
1799,塩
1800,填
1801,塵
1802,塹
1803,塾
1804,境
1805,墅
1806,墉
1807,墓
1808,増
1809,墜
1810,墟
1811,墨
1812,墩
1813,墳
1814,墺
1815,墻
1816,墾
1817,壁
1818,壇
1819,壊
1820,壌
1821,壕
1822,壙
1823,壜
1824,壢
1825,壩
1826,士
1827,壬
1828,壮
1829,声
1830,壱
1831,売
1832,壷
1833,壹
1834,壺
1835,壽
1836,変
1837,夏
1838,夔
1839,夕
1840,外
1841,夙
1842,多
1843,夛
1844,夜
1845,夢
1846,大
1847,天
1848,太
1849,夫
1850,夭
1851,央
1852,失
1853,夷
1854,夾
1855,奄
1856,奇
1857,奈
1858,奉
1859,奎
1860,奏
1861,奐
1862,契
1863,奔
1864,奕
1865,套
1866,奘
1867,奚
1868,奠
1869,奢
1870,奥
1871,奧
1872,奨
1873,奪
1874,奭
1875,奮
1876,女
1877,奴
1878,奸
1879,好
1880,如
1881,妃
1882,妄
1883,妊
1884,妍
1885,妓
1886,妖
1887,妙
1888,妤
1889,妥
1890,妨
1891,妬
1892,妲
1893,妹
1894,妻
1895,妾
1896,姆
1897,姉
1898,始
1899,姐
1900,姑
1901,姓
1902,委
1903,姚
1904,姜
1905,姥
1906,姦
1907,姨
1908,姪
1909,姫
1910,姶
1911,姻
1912,姿
1913,威
1914,娃
1915,娑
1916,娘
1917,娜
1918,娟
1919,娠
1920,娥
1921,娩
1922,娯
1923,娶
1924,娼
1925,婁
1926,婆
1927,婉
1928,婕
1929,婚
1930,婢
1931,婦
1932,婷
1933,婿
1934,媒
1935,媚
1936,媛
1937,媯
1938,媽
1939,嫁
1940,嫉
1941,嫌
1942,嫡
1943,嫦
1944,嫩
1945,嬉
1946,嬌
1947,嬛
1948,嬢
1949,嬪
1950,嬬
1951,嬰
1952,嬲
1953,嬴
1954,嬶
1955,孁
1956,子
1957,孔
1958,孕
1959,字
1960,存
1961,孚
1962,孜
1963,孝
1964,孟
1965,季
1966,孤
1967,学
1968,孩
1969,孫
1970,孵
1971,學
1972,孺
1973,宅
1974,宇
1975,守
1976,安
1977,宋
1978,完
1979,宍
1980,宏
1981,宕
1982,宗
1983,官
1984,宙
1985,定
1986,宛
1987,宜
1988,宝
1989,実
1990,客
1991,宣
1992,室
1993,宥
1994,宦
1995,宮
1996,宰
1997,害
1998,宴
1999,宵
2000,家
2001,宸
2002,容
2003,宿
2004,寂
2005,寄
2006,寅
2007,密
2008,寇
2009,富
2010,寒
2011,寓
2012,寔
2013,寛
2014,寝
2015,察
2016,寡
2017,實
2018,寧
2019,寨
2020,審
2021,寫
2022,寬
2023,寮
2024,寳
2025,寵
2026,寶
2027,寸
2028,对
2029,寺
2030,対
2031,寿
2032,封
2033,専
2034,射
2035,将
2036,將
2037,專
2038,尉
2039,尊
2040,尋
2041,對
2042,導
2043,小
2044,少
2045,尓
2046,尖
2047,尚
2048,尤
2049,尭
2050,就
2051,尸
2052,尹
2053,尺
2054,尻
2055,尼
2056,尽
2057,尾
2058,尿
2059,局
2060,屁
2061,居
2062,屈
2063,届
2064,屋
2065,屍
2066,屎
2067,屏
2068,屑
2069,屓
2070,展
2071,属
2072,屠
2073,層
2074,履
2075,屬
2076,屯
2077,山
2078,岌
2079,岐
2080,岑
2081,岔
2082,岡
2083,岩
2084,岫
2085,岬
2086,岱
2087,岳
2088,岷
2089,岸
2090,峅
2091,峙
2092,峠
2093,峡
2094,峨
2095,峪
2096,峯
2097,峰
2098,峴
2099,島
2100,峻
2101,崇
2102,崋
2103,崎
2104,崑
2105,崔
2106,崖
2107,崗
2108,崙
2109,崧
2110,崩
2111,嵆
2112,嵊
2113,嵌
2114,嵐
2115,嵜
2116,嵩
2117,嵬
2118,嵯
2119,嶋
2120,嶌
2121,嶝
2122,嶠
2123,嶷
2124,嶺
2125,嶼
2126,嶽
2127,巌
2128,巍
2129,巒
2130,巖
2131,川
2132,州
2133,巡
2134,巣
2135,工
2136,左
2137,巧
2138,巨
2139,巫
2140,差
2141,己
2142,已
2143,巳
2144,巴
2145,巷
2146,巻
2147,巽
2148,巾
2149,市
2150,布
2151,帆
2152,希
2153,帖
2154,帙
2155,帚
2156,帛
2157,帝
2158,帥
2159,師
2160,席
2161,帯
2162,帰
2163,帳
2164,帶
2165,帷
2166,常
2167,帽
2168,幀
2169,幄
2170,幅
2171,幇
2172,幌
2173,幔
2174,幕
2175,幟
2176,幡
2177,幢
2178,幣
2179,干
2180,平
2181,年
2182,并
2183,幸
2184,幹
2185,幺
2186,幻
2187,幼
2188,幽
2189,幾
2190,广
2191,庁
2192,広
2193,庄
2194,庇
2195,床
2196,序
2197,底
2198,店
2199,庚
2200,府
2201,庠
2202,度
2203,座
2204,庫
2205,庭
2206,庵
2207,庶
2208,康
2209,庸
2210,庾
2211,廂
2212,廃
2213,廆
2214,廈
2215,廉
2216,廊
2217,廓
2218,廖
2219,廙
2220,廞
2221,廟
2222,廠
2223,廣
2224,廩
2225,廬
2226,廳
2227,延
2228,廷
2229,建
2230,廻
2231,廼
2232,廿
2233,弁
2234,弄
2235,弈
2236,弉
2237,弊
2238,弋
2239,弌
2240,式
2241,弐
2242,弑
2243,弓
2244,弔
2245,引
2246,弖
2247,弗
2248,弘
2249,弛
2250,弟
2251,张
2252,弥
2253,弦
2254,弧
2255,弩
2256,弯
2257,弱
2258,張
2259,強
2260,弼
2261,弾
2262,彅
2263,彊
2264,彌
2265,彎
2266,当
2267,彗
2268,彙
2269,彝
2270,彡
2271,形
2272,彤
2273,彦
2274,彧
2275,彩
2276,彪
2277,彫
2278,彬
2279,彭
2280,彰
2281,影
2282,彷
2283,役
2284,彼
2285,彿
2286,往
2287,征
2288,徂
2289,径
2290,待
2291,徊
2292,律
2293,後
2294,徐
2295,徒
2296,従
2297,得
2298,徘
2299,徙
2300,從
2301,徠
2302,御
2303,徧
2304,徨
2305,復
2306,循
2307,徭
2308,微
2309,徳
2310,徴
2311,德
2312,徹
2313,徽
2314,心
2315,必
2316,忌
2317,忍
2318,志
2319,忘
2320,忙
2321,応
2322,忠
2323,快
2324,忱
2325,念
2326,忻
2327,忽
2328,怒
2329,怖
2330,怜
2331,思
2332,怠
2333,怡
2334,急
2335,性
2336,怨
2337,怪
2338,怯
2339,恂
2340,恆
2341,恋
2342,恍
2343,恐
2344,恒
2345,恕
2346,恢
2347,恣
2348,恤
2349,恥
2350,恨
2351,恩
2352,恪
2353,恫
2354,恬
2355,恭
2356,息
2357,恰
2358,恵
2359,悉
2360,悌
2361,悍
2362,悔
2363,悛
2364,悝
2365,悟
2366,悠
2367,患
2368,悦
2369,悧
2370,悩
2371,悪
2372,悲
2373,悳
2374,悴
2375,悶
2376,悸
2377,悼
2378,情
2379,惇
2380,惑
2381,惚
2382,惜
2383,惟
2384,惠
2385,惡
2386,惣
2387,惧
2388,惨
2389,惰
2390,想
2391,惹
2392,惺
2393,愁
2394,愈
2395,愉
2396,愍
2397,意
2398,愔
2399,愕
2400,愚
2401,愛
2402,感
2403,愴
2404,愷
2405,愼
2406,愾
2407,愿
2408,慄
2409,慇
2410,慈
2411,慊
2412,態
2413,慌
2414,慎
2415,慕
2416,慟
2417,慢
2418,慣
2419,慧
2420,慨
2421,慮
2422,慰
2423,慶
2424,慾
2425,憂
2426,憊
2427,憎
2428,憐
2429,憑
2430,憔
2431,憚
2432,憤
2433,憧
2434,憩
2435,憫
2436,憬
2437,憮
2438,憲
2439,憶
2440,憺
2441,憾
2442,懃
2443,懇
2444,應
2445,懊
2446,懋
2447,懐
2448,懣
2449,懲
2450,懸
2451,懺
2452,懼
2453,懿
2454,戀
2455,戈
2456,戊
2457,戌
2458,戍
2459,戎
2460,成
2461,我
2462,戒
2463,戔
2464,或
2465,战
2466,戚
2467,戛
2468,戟
2469,戡
2470,戦
2471,戩
2472,截
2473,戮
2474,戯
2475,戰
2476,戴
2477,戸
2478,戻
2479,房
2480,所
2481,扁
2482,扇
2483,扈
2484,扉
2485,手
2486,才
2487,扎
2488,打
2489,払
2490,托
2491,扮
2492,扱
2493,扶
2494,批
2495,扼
2496,承
2497,技
2498,抄
2499,抉
2500,把
2501,抑
2502,抒
2503,投
2504,抗
2505,折
2506,抜
2507,択
2508,披
2509,抱
2510,抵
2511,抹
2512,押
2513,抽
2514,担
2515,拉
2516,拌
2517,拍
2518,拐
2519,拒
2520,拓
2521,拔
2522,拗
2523,拘
2524,拙
2525,招
2526,拝
2527,拠
2528,拡
2529,括
2530,拭
2531,拮
2532,拯
2533,拱
2534,拳
2535,拵
2536,拶
2537,拷
2538,拼
2539,拾
2540,拿
2541,持
2542,挂
2543,指
2544,按
2545,挑
2546,挖
2547,挙
2548,挟
2549,挨
2550,挫
2551,振
2552,挹
2553,挺
2554,挽
2555,挾
2556,挿
2557,捉
2558,捌
2559,捏
2560,捐
2561,捕
2562,捗
2563,捜
2564,捧
2565,捨
2566,捩
2567,据
2568,捲
2569,捷
2570,捺
2571,捻
2572,掃
2573,授
2574,掌
2575,掏
2576,排
2577,掖
2578,掘
2579,掛
2580,掟
2581,掠
2582,採
2583,探
2584,掣
2585,接
2586,控
2587,推
2588,掩
2589,措
2590,掬
2591,掲
2592,掴
2593,掻
2594,掾
2595,揃
2596,揄
2597,揆
2598,揉
2599,描
2600,提
2601,揖
2602,揚
2603,換
2604,握
2605,揮
2606,援
2607,揶
2608,揺
2609,損
2610,搗
2611,搦
2612,搬
2613,搭
2614,携
2615,搾
2616,摂
2617,摔
2618,摘
2619,摠
2620,摩
2621,摯
2622,摸
2623,摺
2624,撃
2625,撈
2626,撒
2627,撓
2628,撚
2629,撞
2630,撤
2631,撥
2632,撫
2633,播
2634,撮
2635,撰
2636,撲
2637,撹
2638,撻
2639,撼
2640,擁
2641,擂
2642,擅
2643,操
2644,擢
2645,擦
2646,擬
2647,擱
2648,擲
2649,擾
2650,攀
2651,攘
2652,攝
2653,攣
2654,攪
2655,攫
2656,攬
2657,支
2658,收
2659,攷
2660,攸
2661,改
2662,攻
2663,放
2664,政
2665,故
2666,效
2667,敎
2668,敏
2669,救
2670,敖
2671,敗
2672,教
2673,敞
2674,敢
2675,散
2676,敦
2677,敬
2678,数
2679,敲
2680,整
2681,敵
2682,敷
2683,數
2684,斂
2685,斃
2686,文
2687,斉
2688,斌
2689,斎
2690,斐
2691,斑
2692,斗
2693,料
2694,斛
2695,斜
2696,斟
2697,斡
2698,斤
2699,斥
2700,斧
2701,斫
2702,斬
2703,断
2704,斯
2705,新
2706,方
2707,於
2708,施
2709,旁
2710,旅
2711,旋
2712,旌
2713,族
2714,旒
2715,旗
2716,旛
2717,无
2718,既
2719,日
2720,旦
2721,旧
2722,旨
2723,早
2724,旬
2725,旭
2726,旱
2727,旺
2728,旻
2729,昀
2730,昂
2731,昆
2732,昇
2733,昉
2734,昊
2735,昌
2736,明
2737,昏
2738,易
2739,昔
2740,昕
2741,星
2742,映
2743,春
2744,昧
2745,昨
2746,昭
2747,是
2748,昱
2749,昴
2750,昵
2751,昶
2752,昼
2753,晁
2754,時
2755,晃
2756,晄
2757,晋
2758,晏
2759,晒
2760,晟
2761,晤
2762,晦
2763,晧
2764,晨
2765,晩
2766,普
2767,景
2768,晰
2769,晴
2770,晶
2771,智
2772,暁
2773,暇
2774,暈
2775,暉
2776,暎
2777,暐
2778,暑
2779,暖
2780,暗
2781,暘
2782,暢
2783,暦
2784,暫
2785,暮
2786,暲
2787,暴
2788,暹
2789,曁
2790,曄
2791,曇
2792,曉
2793,曖
2794,曙
2795,曜
2796,曝
2797,曠
2798,曰
2799,曲
2800,曳
2801,更
2802,曷
2803,書
2804,曹
2805,曺
2806,曼
2807,曽
2808,曾
2809,替
2810,最
2811,會
2812,月
2813,有
2814,朋
2815,服
2816,朐
2817,朔
2818,朕
2819,朗
2820,望
2821,朝
2822,期
2823,朦
2824,朧
2825,木
2826,未
2827,末
2828,本
2829,札
2830,朮
2831,朱
2832,朴
2833,朶
2834,机
2835,朽
2836,杁
2837,杉
2838,李
2839,杏
2840,材
2841,村
2842,杓
2843,杖
2844,杙
2845,杜
2846,杞
2847,束
2848,条
2849,杢
2850,杣
2851,来
2852,杭
2853,杮
2854,杯
2855,杰
2856,東
2857,杲
2858,杳
2859,杵
2860,杷
2861,杼
2862,松
2863,板
2864,枇
2865,枉
2866,枋
2867,析
2868,枓
2869,枕
2870,林
2871,枚
2872,果
2873,枝
2874,枠
2875,枡
2876,枢
2877,枯
2878,枳
2879,架
2880,枷
2881,枹
2882,柄
2883,柊
2884,柏
2885,某
2886,柑
2887,染
2888,柔
2889,柘
2890,柚
2891,柞
2892,柩
2893,柯
2894,柱
2895,柳
2896,柴
2897,柵
2898,査
2899,柾
2900,柿
2901,栂
2902,栃
2903,栄
2904,栓
2905,栖
2906,栗
2907,栞
2908,校
2909,栢
2910,栩
2911,株
2912,栴
2913,核
2914,根
2915,格
2916,栽
2917,桀
2918,桁
2919,桂
2920,桃
2921,框
2922,案
2923,桐
2924,桑
2925,桓
2926,桔
2927,桙
2928,桜
2929,桝
2930,桟
2931,桧
2932,桴
2933,桶
2934,桿
2935,梁
2936,梃
2937,梅
2938,梓
2939,梔
2940,梗
2941,條
2942,梟
2943,梠
2944,梢
2945,梧
2946,梨
2947,梭
2948,梯
2949,械
2950,梱
2951,梳
2952,梵
2953,梶
2954,棄
2955,棋
2956,棍
2957,棒
2958,棕
2959,棗
2960,棘
2961,棚
2962,棟
2963,棠
2964,棣
2965,森
2966,棲
2967,棹
2968,棺
2969,椀
2970,椅
2971,椋
2972,植
2973,椎
2974,椏
2975,椒
2976,椙
2977,椚
2978,椛
2979,検
2980,椰
2981,椴
2982,椿
2983,楊
2984,楓
2985,楔
2986,楕
2987,楚
2988,楠
2989,楡
2990,楢
2991,楨
2992,楫
2993,業
2994,楮
2995,楯
2996,楳
2997,極
2998,楷
2999,楸
3000,楼
3001,楽
3002,概
3003,榊
3004,榎
3005,榑
3006,榔
3007,榕
3008,榛
3009,榜
3010,榧
3011,榮
3012,榴
3013,槃
3014,槇
3015,槊
3016,構
3017,槌
3018,槍
3019,槎
3020,槐
3021,槓
3022,様
3023,槙
3024,槨
3025,槻
3026,槽
3027,槿
3028,樂
3029,樅
3030,樊
3031,樋
3032,樒
3033,樓
3034,樗
3035,標
3036,樟
3037,模
3038,樣
3039,権
3040,横
3041,樫
3042,樵
3043,樹
3044,樺
3045,樽
3046,橇
3047,橈
3048,橋
3049,橘
3050,橙
3051,機
3052,橡
3053,橿
3054,檀
3055,檄
3056,檎
3057,檗
3058,檜
3059,檢
3060,檣
3061,檬
3062,檮
3063,檳
3064,檸
3065,檻
3066,櫂
3067,櫃
3068,櫓
3069,櫚
3070,櫛
3071,櫟
3072,櫨
3073,櫻
3074,欄
3075,欅
3076,權
3077,欒
3078,欠
3079,次
3080,欣
3081,欧
3082,欲
3083,欺
3084,欽
3085,款
3086,歆
3087,歌
3088,歎
3089,歓
3090,歙
3091,止
3092,正
3093,此
3094,步
3095,武
3096,歩
3097,歪
3098,歯
3099,歳
3100,歴
3101,歸
3102,死
3103,歿
3104,殆
3105,殉
3106,殊
3107,残
3108,殖
3109,殘
3110,殤
3111,殲
3112,殴
3113,段
3114,殷
3115,殺
3116,殻
3117,殼
3118,殿
3119,毀
3120,毅
3121,毋
3122,母
3123,毎
3124,毐
3125,毒
3126,毓
3127,比
3128,毖
3129,毗
3130,毘
3131,毛
3132,毫
3133,毬
3134,毯
3135,氈
3136,氏
3137,氐
3138,民
3139,気
3140,氣
3141,水
3142,氷
3143,永
3144,氾
3145,汀
3146,汁
3147,求
3148,汎
3149,汐
3150,汕
3151,汗
